nome_estado;municipio;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;total_pontos;;;;
Piauí;Miguel Alves;188;0;12/02/2015;16/03/2015;0;;;;
Piauí;Nossa Senhora dos Remédios;188;0;12/02/2015;16/03/2015;0;;;;
Piauí;Oeiras;188;0;12/02/2015;16/03/2015;0;;;;
Piauí;Paquetá;188;0;12/02/2015;16/03/2015;0;;;;
Piauí;Paulistana;188;0;12/02/2015;16/03/2015;0;;;;
Piauí;Porto Alegre do Piauí;188;0;03/02/2015;17/03/2015;0;;;;
Piauí;Santo Antônio de Lisboa;188;0;04/02/2015;17/03/2015;0;;;;
Piauí;São José do Piauí;188;0;04/02/2015;17/03/2015;0;;;;
Piauí;São Pedro do Piauí;188;0;05/02/2015;17/03/2015;0;;;;
Pernambuco;Calçado;188;0;20/01/2015;17/03/2015;0;;;;
Pernambuco;Calumbi;188;0;23/01/2015;17/03/2015;0;;;;
Pernambuco;Camocim de São Félix;188;0;20/01/2015;17/03/2015;0;;;;
Pernambuco;Jurema;188;0;20/01/2015;17/03/2015;0;;;;
Pernambuco;Nazaré da Mata;188;0;20/01/2015;17/03/2015;0;;;;
Pernambuco;São Vicente Ferrer;188;0;12/02/2015;16/03/2015;0;;;;
Piauí;Várzea Branca;188;0;06/02/2015;17/03/2015;0;;;;
Piauí;Várzea Grande;188;0;06/02/2015;27/03/2015;0;;;;
Piauí;Vera Mendes;188;0;06/02/2015;17/03/2015;0;;;;
Paraná;Amaporã;188;0;06/02/2015;17/03/2015;0;;;;
Paraná;Anahy;188;0;09/02/2015;17/03/2015;0;;;;
Paraná;Ângulo;188;0;09/02/2015;17/03/2015;0;;;;
Paraná;Brasilândia do Sul;188;0;09/02/2015;17/03/2015;0;;;;
Paraná;Campina da Lagoa;188;0;29/01/2015;17/03/2015;0;;;;
Paraná;Capanema;188;0;30/01/2015;17/03/2015;0;;;;
Paraná;Cerro Azul;188;0;02/02/2015;17/03/2015;0;;;;
Paraná;Clevelândia;188;0;03/02/2015;17/03/2015;0;;;;
Paraná;Cruzeiro do Sul;188;0;04/02/2015;17/03/2015;0;;;;
Alagoas;Major Isidoro;188;0;16/01/2015;17/03/2015;0;;;;
Alagoas;Murici;188;0;20/01/2015;17/03/2015;0;;;;
Alagoas;Olho d'Água das Flores;188;0;20/01/2015;17/03/2015;0;;;;
Alagoas;Ouro Branco;188;0;20/01/2015;17/03/2015;0;;;;
Alagoas;Cajueiro;188;0;15/01/2015;17/03/2015;0;;;;
Acre;Acrelândia;188;0;13/01/2015;17/03/2015;0;;;;
Acre;Feijó;188;0;14/01/2015;17/03/2015;0;;;;
Alagoas;Satuba;188;0;19/01/2015;17/03/2015;0;;;;
Alagoas;Senador Rui Palmeira;188;0;19/01/2015;17/03/2015;0;;;;
Amapá;Macapá;188;0;31/03/2015;23/04/2015;0;;;;
Amapá;Mazagão;188;0;14/01/2015;17/03/2015;0;;;;
Amapá;Vitória do Jari;188;0;14/01/2015;17/03/2015;0;;;;
Bahia;Curaçá;188;0;27/01/2015;18/03/2015;0;;;;
Bahia;Ipecaetá;188;0;03/02/2015;18/03/2015;0;;;;
Bahia;Baianópolis;188;0;26/01/2015;18/03/2015;0;;;;
Amazonas;Careiro;188;0;16/01/2015;17/03/2015;0;;;;
Bahia;Caldeirão Grande;188;0;26/01/2015;18/03/2015;0;;;;
Bahia;Capela do Alto Alegre;188;0;26/01/2015;18/03/2015;0;;;;
Bahia;Caturama;188;0;26/01/2015;18/03/2015;0;;;;
Bahia;Retirolândia;188;0;21/01/2015;13/03/2015;0;;;;
Bahia;Rio do Antônio;188;0;21/01/2015;13/03/2015;0;;;;
Bahia;Poções;188;0;21/01/2015;13/03/2015;0;;;;
Bahia;Medeiros Neto;188;0;27/01/2015;18/03/2015;0;;;;
Bahia;Tanquinho;188;0;06/02/2015;17/03/2015;0;;;;
Bahia;Várzea do Poço;188;0;06/02/2015;17/03/2015;0;;;;
Ceará;Alcântaras;188;0;06/02/2015;17/03/2015;0;;;;
Ceará;Assaré;188;0;06/02/2015;17/03/2015;0;;;;
Bahia;São Félix do Coribe;188;0;22/01/2015;13/03/2015;0;;;;
Bahia;São Miguel das Matas;188;0;22/01/2015;13/03/2015;0;;;;
Bahia;Santa Bárbara;188;0;22/01/2015;13/03/2015;0;;;;
Bahia;Sobradinho;188;0;06/02/2015;16/03/2015;0;;;;
Ceará;Catunda;188;0;12/02/2015;17/03/2015;0;;;;
Espírito Santo;Conceição da Barra;188;0;29/01/2015;16/03/2015;0;;;;
Espírito Santo;Itapemirim;188;0;29/01/2015;16/03/2015;0;;;;
Espírito Santo;Laranja da Terra;188;0;29/01/2015;16/03/2015;0;;;;
Espírito Santo;Marilândia;188;0;29/01/2015;16/03/2015;0;;;;
Ceará;Guaiúba;188;0;13/02/2015;17/03/2015;0;;;;
Ceará;Ibiapina;188;0;13/02/2015;17/03/2015;0;;;;
Ceará;Independência;188;0;13/02/2015;17/03/2015;0;;;;
Ceará;Jaguaretama;188;0;13/02/2015;17/03/2015;0;;;;
Ceará;Marco;188;0;06/02/2015;17/03/2015;0;;;;
Ceará;Martinópole;188;0;13/02/2015;17/03/2015;0;;;;
Ceará;Paraipaba;188;0;13/02/2015;17/03/2015;0;;;;
Ceará;Tamboril;188;0;13/02/2015;17/03/2015;0;;;;
Ceará;Tejuçuoca;188;0;29/01/2015;16/03/2015;0;;;;
Ceará;Ubajara;188;0;24/01/2015;21/02/2015;0;;;;
Ceará;Umari;188;0;29/01/2015;16/03/2015;0;;;;
Espírito Santo;Baixo Guandu;188;0;29/01/2015;16/03/2015;0;;;;
Minas Gerais;Alvinópolis;188;0;24/02/2015;19/03/2015;0;;;;
Minas Gerais;Amparo do Serra;188;0;24/02/2015;19/03/2015;0;;;;
Minas Gerais;Bicas;188;0;26/01/2015;04/03/2015;0;;;;
Minas Gerais;Bom Despacho;188;0;27/01/2015;04/03/2015;0;;;;
Minas Gerais;Bom Jesus da Penha;188;0;27/01/2015;04/03/2015;0;;;;
Minas Gerais;Borda da Mata;188;0;27/01/2015;05/03/2015;0;;;;
Minas Gerais;Cachoeira Dourada;188;0;27/01/2015;05/03/2015;0;;;;
Minas Gerais;Campo Florido;188;0;27/01/2015;05/03/2015;0;;;;
Minas Gerais;Guidoval;188;0;26/01/2015;16/03/2015;0;;;;
Minas Gerais;Ibitiúra de Minas;188;0;27/01/2015;16/03/2015;0;;;;
Minas Gerais;Igaratinga;188;0;27/01/2015;16/03/2015;0;;;;
Minas Gerais;Inimutaba;188;0;26/01/2015;16/03/2015;0;;;;
Minas Gerais;José Gonçalves de Minas;188;0;26/01/2015;16/03/2015;0;;;;
Minas Gerais;Lagoa da Prata;188;0;26/01/2015;16/03/2015;0;;;;
Minas Gerais;Mata Verde;188;0;26/01/2015;17/03/2015;0;;;;
Minas Gerais;Minas Novas;188;0;26/01/2015;17/03/2015;0;;;;
Minas Gerais;Moeda;188;0;26/01/2015;17/03/2015;0;;;;
Minas Gerais;Monjolos;188;0;26/01/2015;17/03/2015;0;;;;
Minas Gerais;Montalvânia;188;0;26/01/2015;17/03/2015;0;;;;
Minas Gerais;Claro dos Poções;188;0;27/01/2015;06/03/2015;0;;;;
Minas Gerais;Coluna;188;0;28/01/2015;06/03/2015;0;;;;
Minas Gerais;Comendador Gomes;188;0;28/01/2015;06/03/2015;0;;;;
Minas Gerais;Comercinho;188;0;28/01/2015;06/03/2015;0;;;;
Minas Gerais;Conceição da Barra de Minas;188;0;28/01/2015;06/03/2015;0;;;;
Minas Gerais;Coromandel;188;0;28/01/2015;06/03/2015;0;;;;
Minas Gerais;Coronel Pacheco;188;0;28/01/2015;06/03/2015;0;;;;
Minas Gerais;Couto de Magalhães de Minas;188;0;28/01/2015;06/03/2015;0;;;;
Minas Gerais;Descoberto;188;0;28/01/2015;06/03/2015;0;;;;
Minas Gerais;Dores de Guanhães;188;0;28/01/2015;05/03/2015;0;;;;
Minas Gerais;Estiva;188;0;28/01/2015;05/03/2015;0;;;;
Minas Gerais;Francisco Dumont;188;0;28/01/2015;05/03/2015;0;;;;
Minas Gerais;Fronteira dos Vales;188;0;26/01/2015;15/03/2015;0;;;;
Minas Gerais;Goiabeira;188;0;26/01/2015;15/03/2015;0;;;;
Minas Gerais;Goianá;188;0;26/01/2015;16/03/2015;0;;;;
Goiás;Ouro Verde de Goiás;188;0;02/02/2015;19/03/2015;0;;;;
Goiás;Piracanjuba;188;0;02/02/2015;19/03/2015;0;;;;
Goiás;Santa Bárbara de Goiás;188;0;03/02/2015;19/03/2015;0;;;;
Goiás;Santa Helena de Goiás;188;0;03/02/2015;18/03/2015;0;;;;
Goiás;Terezópolis de Goiás;188;0;03/02/2015;18/03/2015;0;;;;
Goiás;Vicentinópolis;188;0;03/02/2015;18/03/2015;0;;;;
Maranhão;Altamira do Maranhão;188;0;02/02/2015;18/03/2015;0;;;;
Maranhão;Boa Vista do Gurupi;188;0;03/02/2015;18/03/2015;0;;;;
Maranhão;Bom Lugar;188;0;02/02/2015;18/03/2015;0;;;;
Maranhão;Carutapera;188;0;03/02/2015;18/03/2015;0;;;;
Maranhão;Coelho Neto;188;0;27/01/2015;16/03/2015;0;;;;
Maranhão;Fortaleza dos Nogueiras;188;0;28/01/2015;16/03/2015;0;;;;
Maranhão;Jenipapo dos Vieiras;188;0;30/01/2015;16/03/2015;0;;;;
Maranhão;João Lisboa;188;0;30/01/2015;16/03/2015;0;;;;
Maranhão;Lago da Pedra;188;0;02/02/2015;16/03/2015;0;;;;
Maranhão;Matões do Norte;188;0;02/02/2015;16/03/2015;0;;;;
Maranhão;Olinda Nova do Maranhão;188;0;27/01/2015;16/03/2015;0;;;;
Maranhão;Passagem Franca;188;0;28/01/2015;16/03/2015;0;;;;
Maranhão;Rosário;188;0;28/01/2015;16/03/2015;0;;;;
Maranhão;São Domingos do Maranhão;188;0;29/01/2015;16/03/2015;0;;;;
Maranhão;São Francisco do Maranhão;188;0;29/01/2015;16/03/2015;0;;;;
Maranhão;São João do Carú;188;0;29/01/2015;16/03/2015;0;;;;
Maranhão;São Luís;188;0;01/04/2015;24/04/2015;0;;;;
Maranhão;Serrano do Maranhão;188;0;29/01/2015;16/03/2015;0;;;;
Minas Gerais;Albertina;188;0;24/02/2015;19/03/2015;0;;;;
Goiás;Crixás;188;0;29/01/2015;17/03/2015;0;;;;
Goiás;Damianópolis;188;0;29/01/2015;17/03/2015;0;;;;
Goiás;Barro Alto;188;0;29/01/2015;17/03/2015;0;;;;
Goiás;Britânia;188;0;29/01/2015;17/03/2015;0;;;;
Goiás;Caiapônia;188;0;29/01/2015;17/03/2015;0;;;;
Minas Gerais;Arinos;188;0;24/02/2015;19/03/2015;0;;;;
Minas Gerais;Bambuí;188;0;24/02/2015;19/03/2015;0;;;;
Minas Gerais;Bandeira;188;0;24/02/2015;19/03/2015;0;;;;
Goiás;Guarinos;188;0;03/02/2015;19/03/2015;0;;;;
Goiás;Heitoraí;188;0;27/02/2015;22/03/2015;0;;;;
Goiás;Itarumã;188;0;02/02/2015;20/03/2015;0;;;;
Goiás;Jussara;188;0;02/02/2015;19/03/2015;0;;;;
Rondônia;Cacaulândia;1;10;30/07/2015;11/09/2015;3600;;;;
Acre;Rio Branco;1;10;28/07/2015;03/11/2015;3600;;;;
Paraíba;João Pessoa;1;10;05/08/2015;06/10/2015;3600;;;;
Paraíba;Marcação;1;10;07/08/2015;15/09/2015;3600;;;;
Paraíba;Uiraúna;1;10;28/07/2015;16/10/2015;3600;;;;
Pernambuco;Recife;1;10;05/08/2015;06/10/2015;3600;;;;
Pernambuco;São Vicente Ferrer;1;10;17/08/2015;15/09/2015;3600;;;;
Pernambuco;Serra Talhada;1;10;03/08/2015;26/10/2015;3600;;;;
Rio de Janeiro;Niterói;1;10;04/08/2015;01/10/2015;3600;;;;
Rio de Janeiro;Resende;1;10;04/08/2015;08/10/2015;3600;;;;
São Paulo;Altinópolis;1;10;28/07/2015;06/11/2015;3600;;;;
São Paulo;Franca;1;10;29/07/2015;07/10/2015;3600;;;;
São Paulo;Limeira;1;10;04/08/2015;08/10/2015;3600;;;;
São Paulo;São Paulo;1;10;03/08/2015;03/11/2015;3600;;;;
São Paulo;Tietê;1;10;05/08/2015;24/10/2015;3600;;;;
Paraná;Curitiba;1;10;28/07/2015;06/10/2015;3600;;;;
Santa Catarina;Águas Frias;1;10;30/07/2015;18/08/2015;3600;;;;
Santa Catarina;Apiúna;1;10;30/07/2015;14/10/2015;3600;;;;
Santa Catarina;Correia Pinto;1;10;29/07/2015;18/08/2015;3600;;;;
Santa Catarina;Frei Rogério;1;10;31/07/2015;14/10/2015;3600;;;;
Santa Catarina;Imbuia;1;10;31/07/2015;17/08/2015;3600;;;;
Santa Catarina;Papanduva;1;10;31/07/2015;18/08/2015;3600;;;;
Santa Catarina;Presidente Getúlio;1;10;30/07/2015;18/08/2015;3600;;;;
Santa Catarina;Salto Veloso;1;10;27/07/2015;19/08/2015;3600;;;;
Santa Catarina;São Miguel da Boa Vista;1;10;27/07/2015;19/08/2015;3600;;;;
Santa Catarina;Tunápolis;1;10;27/07/2015;19/08/2015;3600;;;;
Santa Catarina;Vargeão;1;10;27/07/2015;19/08/2015;3600;;;;
Santa Catarina;Videira;1;10;27/07/2015;19/08/2015;3600;;;;
Santa Catarina;Vitor Meireles;1;10;28/07/2015;04/11/2015;3600;;;;
Mato Grosso do Sul;Inocência;1;10;31/07/2015;13/10/2015;3600;;;;
Distrito Federal;Brasília;1;10;03/08/2015;07/10/2015;3600;;;;
Rio Grande do Sul;Não-Me-Toque;32;9.72;30/07/2015;09/09/2015;3500;;;;
Santa Catarina;Rio dos Cedros;32;9.72;27/07/2015;03/11/2015;3500;;;;
Rio Grande do Sul;Canoas;32;9.72;06/08/2015;18/10/2015;3500;;;;
Paraíba;Mari;32;9.72;07/08/2015;03/11/2015;3500;;;;
Paraíba;Nazarezinho;36;9.58;07/08/2015;23/10/2015;3450;;;;
Maranhão;São Luís;36;9.58;30/07/2015;09/10/2015;3450;;;;
Santa Catarina;Saltinho;36;9.58;27/07/2015;19/08/2015;3450;;;;
Santa Catarina;Urussanga;36;9.58;30/07/2015;26/10/2015;3450;;;;
Santa Catarina;Iraceminha;36;9.58;31/07/2015;17/08/2015;3450;;;;
Santa Catarina;Ilhota;36;9.58;31/07/2015;17/08/2015;3450;;;;
Santa Catarina;Botuverá;36;9.58;29/07/2015;19/08/2015;3450;;;;
Rio Grande do Sul;São Paulo das Missões;36;9.58;31/07/2015;14/10/2015;3450;;;;
Santa Catarina;Luzerna;44;9.44;29/07/2015;17/08/2015;3400;;;;
Santa Catarina;Mirim Doce;44;9.44;07/08/2015;23/10/2015;3400;;;;
Paraíba;Nova Palmeira;44;9.44;07/08/2015;17/08/2015;3400;;;;
Paraíba;Pilar;44;9.44;07/08/2015;15/10/2015;3400;;;;
Rio de Janeiro;Volta Redonda;44;9.44;06/08/2015;20/08/2015;3400;;;;
Bahia;Itabuna;44;9.44;30/07/2015;19/10/2015;3400;;;;
Minas Gerais;Contagem;44;9.44;31/07/2015;18/10/2015;3400;;;;
Paraná;Rio Negro;51;9.31;31/07/2015;16/09/2015;3350;;;;
Rio Grande do Sul;Capão do Cipó;51;9.31;07/08/2015;09/09/2015;3350;;;;
Rio Grande do Sul;Boa Vista das Missões;51;9.31;05/08/2015;17/10/2015;3350;;;;
Rio Grande do Sul;Ibiaçá;51;9.31;28/07/2015;17/10/2015;3350;;;;
Rio Grande do Sul;São Pedro do Sul;51;9.31;28/07/2015;17/08/2015;3350;;;;
Mato Grosso;Cuiabá;56;9.17;06/08/2015;03/11/2015;3300;;;;
Minas Gerais;Monte Santo de Minas;56;9.17;04/08/2015;19/08/2015;3300;;;;
Paraíba;Mataraca;56;9.17;07/08/2015;17/09/2015;3300;;;;
Paraíba;Algodão de Jandaíra;56;9.17;04/08/2015;25/09/2015;3300;;;;
Paraíba;Barra de Santa Rosa;60;9.03;05/08/2015;18/08/2015;3250;;;;
Paraíba;Pedra Branca;60;9.03;07/08/2015;17/08/2015;3250;;;;
Paraíba;Taperoá;60;9.03;28/07/2015;14/10/2015;3250;;;;
Mato Grosso;Água Boa;60;9.03;03/08/2015;06/10/2015;3250;;;;
Santa Catarina;Ponte Alta do Norte;60;9.03;29/07/2015;06/11/2015;3250;;;;
Santa Catarina;Maravilha;60;9.03;29/07/2015;17/08/2015;3250;;;;
Paraíba;Monte Horebe;66;8.89;07/08/2015;15/10/2015;3200;;;;
Paraíba;Riacho dos Cavalos;66;8.89;03/08/2015;15/10/2015;3200;;;;
Paraíba;Cajazeiras;66;8.89;31/07/2015;08/10/2015;3200;;;;
São Paulo;Barueri;66;8.89;03/08/2015;17/08/2015;3200;;;;
Espírito Santo;Vitória;70;8.75;28/07/2015;06/11/2015;3150;;;;
São Paulo;Pontal;70;8.75;07/08/2015;06/11/2015;3150;;;;
Minas Gerais;Belo Horizonte;70;8.75;31/07/2015;09/10/2015;3150;;;;
Paraíba;São Bentinho;70;8.75;28/07/2015;15/09/2015;3150;;;;
Paraíba;Jacaraú;70;8.75;07/08/2015;14/10/2015;3150;;;;
Paraíba;Riachão;70;8.75;07/08/2015;15/09/2015;3150;;;;
Paraíba;Serraria;70;8.75;28/07/2015;15/09/2015;3150;;;;
Pernambuco;Fernando de Noronha;70;8.75;31/07/2015;16/10/2015;3150;;;;
Santa Catarina;Florianópolis;70;8.75;30/07/2015;07/10/2015;3150;;;;
Santa Catarina;Bocaina do Sul;70;8.75;28/07/2015;18/08/2015;3150;;;;
Rio Grande do Sul;Campestre da Serra;70;8.75;07/08/2015;17/08/2015;3150;;;;
Pernambuco;Olinda;81;8.61;31/07/2015;09/10/2015;3100;;;;
Paraná;Londrina;81;8.61;31/07/2015;03/11/2015;3100;;;;
Espírito Santo;Serra;81;8.61;05/08/2015;18/08/2015;3100;;;;
Espírito Santo;Cariacica;81;8.61;04/08/2015;21/08/2015;3100;;;;
Rio de Janeiro;Rio de Janeiro;81;8.61;07/08/2015;15/09/2015;3100;;;;
Espírito Santo;Vila Velha;86;8.47;28/07/2015;14/10/2015;3050;;;;
Santa Catarina;Pouso Redondo;86;8.47;29/07/2015;23/10/2015;3050;;;;
Santa Catarina;José Boiteux;86;8.47;27/07/2015;13/10/2015;3050;;;;
Goiás;Goiânia;89;8.33;31/07/2015;06/11/2015;3000;;;;
Bahia;Elísio Medrado;89;8.33;05/08/2015;06/10/2015;3000;;;;
Minas Gerais;Arceburgo;91;8.19;03/08/2015;14/10/2015;2950;;;;
Rio de Janeiro;Nova Iguaçu;91;8.19;07/08/2015;03/11/2015;2950;;;;
Paraíba;São José do Sabugi;91;8.19;28/07/2015;19/08/2015;2950;;;;
Paraíba;Santa Luzia;91;8.19;27/07/2015;21/08/2015;2950;;;;
Paraíba;Logradouro;91;8.19;07/08/2015;17/09/2015;2950;;;;
Ceará;Fortaleza;91;8.19;30/07/2015;07/10/2015;2950;;;;
Tocantins;Palmas;91;8.19;04/08/2015;14/09/2015;2950;;;;
Santa Catarina;Caçador;91;8.19;29/07/2015;19/08/2015;2950;;;;
Mato Grosso;Alto Taquari;91;8.19;04/08/2015;04/10/2015;2950;;;;
Mato Grosso do Sul;Ladário;91;8.19;27/07/2015;05/10/2015;2950;;;;
Mato Grosso;Nova Canaã do Norte;91;8.19;03/08/2015;14/10/2015;2950;;;;
Espírito Santo;Boa Esperança;102;8.06;04/08/2015;15/10/2015;2900;;;;
São Paulo;Orindiúva;103;7.92;06/08/2015;19/10/2015;2850;;;;
Minas Gerais;Itaú de Minas;103;7.92;01/08/2015;22/10/2015;2850;;;;
Mato Grosso;Canarana;103;7.92;28/07/2015;07/10/2015;2850;;;;
Mato Grosso;Araguainha;103;7.92;27/07/2015;07/10/2015;2850;;;;
Mato Grosso do Sul;Nova Andradina;103;7.92;01/08/2015;19/10/2015;2850;;;;
Rio Grande do Sul;São Sepé;103;7.92;28/07/2015;17/08/2015;2850;;;;
Rio Grande do Sul;Cacique Doble;103;7.92;07/08/2015;08/09/2015;2850;;;;
Rio Grande do Sul;Cachoeirinha;110;7.78;07/08/2015;17/08/2015;2800;;;;
Santa Catarina;Laurentino;110;7.78;28/07/2015;17/08/2015;2800;;;;
Santa Catarina;Meleiro;110;7.78;27/07/2015;22/10/2015;2800;;;;
Minas Gerais;Monte Belo;110;7.78;04/08/2015;18/08/2015;2800;;;;
Paraíba;Riacho de Santo Antônio;110;7.78;07/08/2015;17/09/2015;2800;;;;
Pernambuco;Sairé;115;7.64;29/07/2015;17/09/2015;2750;;;;
Santa Catarina;Ouro Verde;116;7.5;30/07/2015;14/10/2015;2700;;;;
Rio Grande do Sul;Caseiros;116;7.5;28/07/2015;09/09/2015;2700;;;;
Santa Catarina;Três Barras;116;7.5;27/07/2015;19/08/2015;2700;;;;
Rio Grande do Sul;Restinga Seca;116;7.5;28/07/2015;22/10/2015;2700;;;;
Santa Catarina;São João do Itaperiú;120;7.36;30/07/2015;26/10/2015;2650;;;;
Rio Grande do Norte;Natal;120;7.36;07/08/2015;13/10/2015;2650;;;;
Bahia;Vitória da Conquista;122;7.22;31/07/2015;18/08/2015;2600;;;;
Minas Gerais;Campanha;123;7.08;31/07/2015;05/11/2015;2550;;;;
Paraíba;Emas;123;7.08;07/08/2015;17/08/2015;2550;;;;
Santa Catarina;Imaruí;123;7.08;31/07/2015;17/08/2015;2550;;;;
Santa Catarina;Bombinhas;123;7.08;28/07/2015;14/10/2015;2550;;;;
Mato Grosso;Paranaíta;123;7.08;31/07/2015;03/11/2015;2550;;;;
Mato Grosso;Sinop;123;7.08;29/07/2015;19/08/2015;2550;;;;
Rio Grande do Sul;Serafina Corrêa;129;6.94;28/07/2015;10/09/2015;2500;;;;
Mato Grosso;Indiavaí;129;6.94;30/07/2015;17/08/2015;2500;;;;
Mato Grosso;Pontes e Lacerda;129;6.94;05/08/2015;06/10/2015;2500;;;;
Paraíba;Cabaceiras;129;6.94;07/08/2015;15/09/2015;2500;;;;
Paraíba;Assunção;129;6.94;05/08/2015;11/09/2015;2500;;;;
São Paulo;Lorena;129;6.94;30/07/2015;17/08/2015;2500;;;;
Rio de Janeiro;Macaé;129;6.94;06/08/2015;20/08/2015;2500;;;;
São Paulo;Bariri;136;6.81;31/07/2015;17/08/2015;2450;;;;
São Paulo;Barra do Turvo;136;6.81;03/08/2015;17/08/2015;2450;;;;
Rondônia;Monte Negro;136;6.81;02/08/2015;17/08/2015;2450;;;;
Mato Grosso do Sul;Campo Grande;136;6.81;30/07/2015;02/10/2015;2450;;;;
Rio Grande do Sul;Muitos Capões;136;6.81;30/07/2015;09/09/2015;2450;;;;
Rio Grande do Sul;Picada Café;136;6.81;05/08/2015;09/09/2015;2450;;;;
Mato Grosso do Sul;Aparecida do Taboado;142;6.67;30/07/2015;19/08/2015;2400;;;;
Paraíba;Boa Ventura;142;6.67;07/08/2015;15/09/2015;2400;;;;
Paraíba;Poço Dantas;142;6.67;07/08/2015;15/09/2015;2400;;;;
Rio de Janeiro;Bom Jardim;142;6.67;03/08/2015;16/09/2015;2400;;;;
Rio Grande do Sul;Camargo;146;6.53;07/08/2015;17/08/2015;2350;;;;
Goiás;Crixás;146;6.53;29/07/2015;14/10/2015;2350;;;;
Rio Grande do Sul;Travesseiro;148;6.39;29/07/2015;11/09/2015;2300;;;;
Mato Grosso do Sul;Corguinho;148;6.39;30/07/2015;19/08/2015;2300;;;;
Mato Grosso;Nova Mutum;148;6.39;04/08/2015;04/10/2015;2300;;;;
São Paulo;Pederneiras;148;6.39;04/08/2015;06/11/2015;2300;;;;
Paraíba;Solânea;148;6.39;28/07/2015;20/08/2015;2300;;;;
Paraíba;Frei Martinho;148;6.39;07/08/2015;14/10/2015;2300;;;;
Pernambuco;Caetés;154;6.25;29/07/2015;30/08/2015;2250;;;;
Santa Catarina;Antônio Carlos;154;6.25;30/07/2015;18/08/2015;2250;;;;
Santa Catarina;Içara;154;6.25;17/08/2015;10/11/2015;2250;;;;
Santa Catarina;Garopaba;154;6.25;18/08/2015;08/10/2015;2250;;;;
Santa Catarina;Jaguaruna;158;6.11;31/07/2015;11/09/2015;2200;;;;
Santa Catarina;Bom Retiro;158;6.11;28/07/2015;19/08/2015;2200;;;;
Paraná;Tijucas do Sul;158;6.11;31/07/2015;16/09/2015;2200;;;;
Santa Catarina;Vidal Ramos;158;6.11;27/07/2015;06/11/2015;2200;;;;
Mato Grosso do Sul;Terenos;158;6.11;03/08/2015;19/08/2015;2200;;;;
Goiás;Orizona;158;6.11;31/07/2015;06/10/2015;2200;;;;
Paraíba;Caturité;158;6.11;07/08/2015;13/10/2015;2200;;;;
Amazonas;Benjamin Constant;158;6.11;27/07/2015;21/08/2015;2200;;;;
Amazonas;Nova Olinda do Norte;158;6.11;29/07/2015;24/08/2015;2200;;;;
Amapá;Macapá;158;6.11;29/07/2015;03/11/2015;2200;;;;
Paraná;Nova Santa Bárbara;158;6.11;03/08/2015;21/08/2015;2200;;;;
Rio de Janeiro;Valença;158;6.11;06/08/2015;14/10/2015;2200;;;;
Minas Gerais;Gonçalves;158;6.11;04/08/2015;18/08/2015;2200;;;;
Minas Gerais;Morada Nova de Minas;158;6.11;05/08/2015;19/08/2015;2200;;;;
São Paulo;Iacri;172;5.97;31/07/2015;06/11/2015;2150;;;;
Paraíba;Araruna;172;5.97;05/08/2015;18/08/2015;2150;;;;
Rio Grande do Sul;Eldorado do Sul;172;5.97;28/07/2015;09/09/2015;2150;;;;
Santa Catarina;Tijucas;175;5.83;27/07/2015;19/08/2015;2100;;;;
Santa Catarina;Presidente Castello Branco;175;5.83;27/07/2015;18/08/2015;2100;;;;
Santa Catarina;Araquari;175;5.83;31/07/2015;18/08/2015;2100;;;;
Santa Catarina;Entre Rios;175;5.83;30/07/2015;11/09/2015;2100;;;;
Santa Catarina;Canelinha;175;5.83;29/07/2015;19/08/2015;2100;;;;
Santa Catarina;Lauro Muller;175;5.83;28/07/2015;14/09/2015;2100;;;;
Rio Grande do Sul;Porto Alegre;175;5.83;05/08/2015;03/11/2015;2100;;;;
Paraíba;Dona Inês;175;5.83;07/08/2015;11/09/2015;2100;;;;
Paraíba;Tavares;175;5.83;28/07/2015;20/08/2015;2100;;;;
Rondônia;Colorado do Oeste;175;5.83;05/08/2015;04/11/2015;2100;;;;
Bahia;Salvador;175;5.83;28/07/2015;06/11/2015;2100;;;;
Bahia;São José da Vitória;175;5.83;28/07/2015;13/10/2015;2100;;;;
Bahia;Alagoinhas;187;5.69;29/07/2015;24/10/2015;2050;;;;
Amazonas;Alvarães;187;5.69;27/07/2015;16/10/2015;2050;;;;
Rio Grande do Sul;Paim Filho;187;5.69;30/07/2015;10/09/2015;2050;;;;
Mato Grosso;Itiquira;187;5.69;31/07/2015;18/08/2015;2050;;;;
Rio Grande do Sul;Imigrante;191;5.56;29/07/2015;09/09/2015;2000;;;;
Santa Catarina;Balneário Barra do Sul;191;5.56;28/07/2015;18/08/2015;2000;;;;
Rio Grande do Sul;Forquetinha;191;5.56;29/07/2015;09/09/2015;2000;;;;
Paraíba;Itatuba;191;5.56;07/08/2015;14/10/2015;2000;;;;
Bahia;Saubara;191;5.56;02/08/2015;18/08/2015;2000;;;;
Minas Gerais;Bom Despacho;191;5.56;03/08/2015;18/08/2015;2000;;;;
São Paulo;Águas da Prata;191;5.56;27/07/2015;17/08/2015;2000;;;;
São Paulo;Atibaia;191;5.56;31/07/2015;17/08/2015;2000;;;;
Espírito Santo;Brejetuba;199;5.42;03/08/2015;05/10/2015;1950;;;;
São Paulo;Ipiguá;199;5.42;27/07/2015;19/08/2015;1950;;;;
Paraíba;Mamanguape;199;5.42;07/08/2015;14/10/2015;1950;;;;
